location_id	depth_of_hole[cm]	FDR_reading1[mV]	FDR_reading2[mV]	FDR_reading3[mV]	time	device	remarks	V_corr1[V]	V_corr2[V]	V_corr3[V]	epsilon1	epsilon2	epsilon3	theta_1[cm3/cm3]	theta_2[cm3/cm3]	theta_3[cm3/cm3]	theta_mean[cm3/cm3]
102	5	655	595	476	2019-06-25T10:30Z	320/060		0.769	0.697	0.554	14.723	12.976	10.069	0.456	0.439	0.402	0.432
102	10				2019-06-25T10:30Z	320/060											
102	15	656	730	750	2019-06-25T10:30Z	320/060		0.770	0.860	0.884	14.754	17.304	18.086	0.416	0.433	0.438	0.429
102	20	632	824	654	2019-06-25T10:30Z	320/060		0.742	0.973	0.768	14.025	21.416	14.691	0.465	0.519	0.472	0.485
102	25	715	830	778	2019-06-25T10:30Z	320/060		0.841	0.980	0.917	16.746	21.720	19.260	0.495	0.527	0.513	0.512
102	30	760	888	858	2019-06-25T10:30Z	320/060		0.896	1.050	1.014	18.495	24.976	23.217	0.584	0.632	0.621	0.613
103	5	402	501	600	2019-06-25T10:35Z	320/060		0.465	0.584	0.703	8.491	10.634	13.113	0.374	0.410	0.440	0.408
103	10	393	352	413	2019-06-25T10:30Z	320/060		0.454	0.405	0.478	8.306	7.479	8.718	0.336	0.319	0.344	0.333
103	15	477	434	442	2019-06-25T10:30Z	320/060		0.555	0.503	0.513	10.091	9.159	9.329	0.368	0.354	0.357	0.360
103	20	464	437	513	2019-06-25T10:30Z	320/060		0.539	0.507	0.598	9.805	9.222	10.913	0.410	0.400	0.428	0.413
103	25	606	794	513	2019-06-25T10:30Z	320/060		0.710	0.937	0.598	13.279	19.976	10.913	0.463	0.517	0.433	0.471
103	30	857	794	759	2019-06-25T10:30Z	320/060		1.012	0.937	0.894	23.161	19.976	18.453	0.621	0.597	0.584	0.601
104	5	266	497	436	2019-06-25T10:40Z	320/060		0.301	0.579	0.506	5.799	10.543	9.201	0.300	0.409	0.387	0.365
104	10	469	381	423	2019-06-25T10:40Z	320/060		0.545	0.439	0.490	9.914	8.062	8.927	0.362	0.331	0.347	0.347
104	15	766	801	794	2019-06-25T10:40Z	320/060		0.903	0.945	0.937	18.745	20.300	19.976	0.441	0.449	0.447	0.446
104	20	757	770	784	2019-06-25T10:40Z	320/060		0.892	0.908	0.925	18.371	18.915	19.525	0.501	0.504	0.508	0.504
104	25	795	894	866	2019-06-25T10:40Z	320/060		0.938	1.057	1.023	20.022	25.348	23.670	0.518	0.545	0.537	0.533
104	30	929	901	933	2019-06-25T10:40Z	320/060		1.099	1.065	1.104	27.672	25.792	27.955	0.648	0.637	0.649	0.645
105	5	610	690	589	2019-06-25T10:50Z	320/060		0.715	0.811	0.690	13.391	15.864	12.814	0.443	0.465	0.437	0.449
105	10	664	672	777	2019-06-25T10:50Z	320/060		0.780	0.790	0.916	15.006	15.264	19.217	0.414	0.415	0.438	0.422
105	15	855	818	683	2019-06-25T10:50Z	320/060		1.010	0.965	0.803	23.050	21.117	15.627	0.460	0.452	0.423	0.445
105	20	864	946	921	2019-06-25T10:50Z	320/060		1.021	1.120	1.089	23.555	28.900	27.117	0.529	0.550	0.544	0.541
105	25	901	960	967	2019-06-25T10:50Z	320/060		1.065	1.136	1.145	25.792	29.965	30.516	0.546	0.562	0.564	0.557
105	30	1006	1048	1019	2019-06-25T10:50Z	320/060		1.192	1.242	1.207	33.831	37.919	35.036	0.676	0.691	0.681	0.683
107	5	788	743	748	2019-06-25T11:45Z	320/060		0.929	0.875	0.881	19.704	17.808	18.006	0.519	0.506	0.508	0.511
107	10	645	808	770	2019-06-25T11:45Z	320/060		0.757	0.953	0.908	14.414	20.631	18.915	0.448	0.490	0.480	0.473
107	15	756	885	846	2019-06-25T11:45Z	320/060		0.891	1.046	0.999	18.330	24.792	22.559	0.447	0.474	0.466	0.462
107	20	920	914	900	2019-06-25T11:45Z	320/060		1.088	1.081	1.064	27.049	26.644	25.728	0.448	0.447	0.444	0.446
107	25	886	875	929	2019-06-25T11:45Z	320/060		1.047	1.034	1.099	24.853	24.193	27.672	0.441	0.439	0.449	0.443
107	32	910	922	921	2019-06-25T11:45Z	320/060		1.076	1.091	1.089	26.378	27.186	27.117				
108	5	790	725	793	2019-06-25T11:55Z	320/060		0.932	0.854	0.935	19.794	17.115	19.930	0.520	0.501	0.520	0.514
108	10	791	868	824	2019-06-25T11:55Z	320/060		0.933	1.026	0.973	19.839	23.785	21.416	0.486	0.504	0.494	0.494
108	15	657	701	639	2019-06-25T11:55Z	320/060		0.772	0.825	0.750	14.785	16.245	14.233	0.424	0.434	0.420	0.426
108	20	833	854	829	2019-06-25T11:55Z	320/060		0.984	1.009	0.979	21.874	22.995	21.669	0.432	0.436	0.431	0.433
108	25	826	846	833	2019-06-25T11:55Z	320/060		0.975	0.999	0.984	21.516	22.559	21.874	0.430	0.434	0.431	0.432
108	30	820	819	854	2019-06-25T11:55Z	320/060		0.968	0.967	1.009	21.216	21.166	22.995				
109	5	782	713	738	2019-06-25T12:05Z	320/060		0.922	0.839	0.869	19.436	16.673	17.612	0.517	0.498	0.505	0.507
109	12	819	882	852	2019-06-25T12:05Z	320/060		0.967	1.042	1.006	21.166	24.610	22.885	0.492	0.507	0.500	0.500
109	15	900	852	821	2019-06-25T12:05Z	320/060		1.064	1.006	0.969	25.728	22.885	21.266	0.477	0.467	0.461	0.468
109	20	841	910	919	2019-06-25T12:05Z	320/060		0.993	1.076	1.087	22.292	26.378	26.981	0.433	0.446	0.447	0.442
109	25	850	847	898	2019-06-25T12:05Z	320/060		1.004	1.000	1.062	22.776	22.613	25.601	0.434	0.434	0.443	0.437
109	30	829	886	868	2019-06-25T12:05Z	320/060		0.979	1.047	1.026	21.669	24.853	23.785				
110	5	783	815	807	2019-06-25T12:10Z	320/060		0.923	0.962	0.952	19.480	20.970	20.584	0.518	0.527	0.524	0.523
110	12	861	847	863	2019-06-25T12:10Z	320/060		1.017	1.000	1.020	23.385	22.613	23.499	0.502	0.499	0.503	0.502
110	15	704	754	855	2019-06-25T12:10Z	320/060		0.828	0.888	1.010	16.350	18.248	23.050	0.435	0.446	0.468	0.450
110	20	904	863	714	2019-06-25T12:10Z	320/060		1.069	1.020	0.840	25.986	23.499	16.709	0.445	0.437	0.409	0.430
110	25	915	808	926	2019-06-25T12:10Z	320/060		1.082	0.953	1.095	26.711	20.631	27.462	0.446	0.427	0.448	0.440
110	30	929	929	896	2019-06-25T12:10Z	320/060		1.099	1.099	1.059	27.672	27.672	25.474				
112	5	506	514	423	2019-06-25T13:15Z	320/060		0.590	0.600	0.490	10.750	10.936	8.927	0.383	0.385	0.356	0.374
112	10	622	555	521	2019-06-25T13:15Z	320/060		0.730	0.649	0.608	13.733	11.931	11.101	0.398	0.382	0.373	0.384
112	15	562	559	636	2019-06-25T13:15Z	320/060		0.657	0.654	0.746	12.108	12.032	14.143	0.353	0.352	0.369	0.358
112	20	544	650	595	2019-06-25T13:15Z	320/060		0.636	0.763	0.697	11.657	14.567	12.976	0.349	0.372	0.360	0.360
112	25	742	748	634	2019-06-25T13:15Z	320/060		0.874	0.881	0.744	17.768	18.006	14.084	0.387	0.388	0.366	0.380
112	30	683	693	734	2019-06-25T13:15Z	320/060		0.803	0.815	0.864	15.627	15.967	17.457				
113	5	484	528	550	2019-06-25T13:20Z	320/060		0.563	0.616	0.643	10.248	11.268	11.806	0.376	0.389	0.395	0.387
113	10	580	603	610	2019-06-25T13:20Z	320/060		0.679	0.707	0.715	12.575	13.196	13.391	0.388	0.394	0.395	0.392
113	15	544	613	531	2019-06-25T13:20Z	320/060		0.636	0.719	0.620	11.657	13.476	11.340	0.349	0.364	0.346	0.353
113	20	592	576	571	2019-06-25T13:20Z	320/060		0.693	0.674	0.668	12.895	12.469	12.339	0.360	0.356	0.355	0.357
113	25	589	561	538	2019-06-25T13:20Z	320/060		0.690	0.656	0.628	12.814	12.083	11.510	0.356	0.350	0.344	0.350
113	30	636	575	568	2019-06-25T13:20Z	320/060		0.746	0.673	0.665	14.143	12.443	12.262				
114	5	623	643	557	2019-06-25T13:25Z	320/060		0.731	0.755	0.651	13.762	14.354	11.981	0.414	0.419	0.397	0.410
114	10	686	653	662	2019-06-25T13:25Z	320/060		0.807	0.767	0.778	15.728	14.660	14.943	0.413	0.405	0.407	0.408
114	15	733	534	718	2019-06-25T13:25Z	320/060		0.863	0.624	0.845	17.419	11.413	16.855	0.388	0.346	0.385	0.373
114	20	683	735	678	2019-06-25T13:25Z	320/060		0.803	0.866	0.797	15.627	17.496	15.461	0.379	0.389	0.378	0.382
114	25	658	769	657	2019-06-25T13:25Z	320/060		0.773	0.906	0.772	14.816	18.872	14.785	0.371	0.391	0.370	0.377
114	30	752	726	752	2019-06-25T13:25Z	320/060		0.886	0.855	0.886	18.167	17.153	18.167				
115	5	423	436	618	2019-06-25T13:35Z	320/060		0.490	0.506	0.725	8.927	9.201	13.618	0.356	0.360	0.413	0.376
115	10	488	489	422	2019-06-25T13:35Z	320/060		0.568	0.569	0.489	10.338	10.361	8.906	0.363	0.364	0.342	0.356
115	15	532	655	701	2019-06-25T13:35Z	320/060		0.621	0.769	0.825	11.364	14.723	16.245	0.346	0.373	0.382	0.367
115	20	672	700	740	2019-06-25T13:35Z	320/060		0.790	0.823	0.872	15.264	16.209	17.690	0.376	0.382	0.389	0.383
115	25	630	662	586	2019-06-25T13:35Z	320/060		0.739	0.778	0.686	13.966	14.943	12.734	0.365	0.371	0.355	0.364
115	30	765	756	775	2019-06-25T13:35Z	320/060		0.902	0.891	0.914	18.703	18.330	19.130				
117	5	557	664	628	2019-06-25T16:00Z	320/060		0.651	0.780	0.737	11.981	15.006	13.907	0.385	0.411	0.403	0.400
117	10	797	759	749	2019-06-25T16:00Z	320/060		0.940	0.894	0.882	20.114	18.453	18.046	0.393	0.387	0.385	0.388
117	15	628	683	698	2019-06-25T16:00Z	320/060		0.737	0.803	0.821	13.907	15.627	16.140	0.364	0.375	0.377	0.372
117	20	588	629	718	2019-06-25T16:00Z	320/060		0.689	0.738	0.845	12.787	13.936	16.855	0.340	0.349	0.365	0.351
117	25	692	609	623	2019-06-25T16:00Z	320/060		0.814	0.714	0.731	15.932	13.363	13.762	0.360	0.344	0.347	0.350
117	30	648	687	635	2019-06-25T16:00Z	320/060		0.761	0.808	0.745	14.506	15.762	14.113				
118	5	463	445	472	2019-06-25T16:05Z	320/060		0.538	0.516	0.549	9.783	9.393	9.981	0.358	0.352	0.361	0.357
118	10	397	484	439	2019-06-25T16:05Z	320/060		0.459	0.563	0.509	8.388	10.248	9.265	0.301	0.328	0.315	0.315
118	15	445	552	515	2019-06-25T16:05Z	320/060		0.516	0.645	0.601	9.393	11.856	10.960	0.318	0.347	0.338	0.334
118	20	400	458	479	2019-06-25T16:05Z	320/060		0.462	0.532	0.557	8.449	9.674	10.136	0.290	0.309	0.315	0.305
118	25	563	562	512	2019-06-25T16:05Z	320/060		0.659	0.657	0.597	12.134	12.108	10.889	0.334	0.334	0.322	0.330
118	30	551	443	586	2019-06-25T16:05Z	320/060		0.644	0.514	0.686	11.831	9.350	12.734				
119	5	545	515	501	2019-06-25T16:10Z	320/060		0.637	0.601	0.584	11.682	10.960	10.634	0.382	0.374	0.370	0.375
119	10	551	482	527	2019-06-25T16:10Z	320/060		0.644	0.561	0.615	11.831	10.203	11.244	0.345	0.327	0.339	0.337
119	15	510	508	569	2019-06-25T16:10Z	320/060		0.595	0.592	0.666	10.843	10.796	12.288	0.337	0.336	0.351	0.341
119	20	472	568	608	2019-06-25T16:10Z	320/060		0.549	0.665	0.713	9.981	12.262	13.335	0.313	0.336	0.344	0.331
119	25	500	579	591	2019-06-25T16:10Z	320/060		0.583	0.678	0.692	10.611	12.548	12.868	0.319	0.337	0.340	0.332
119	30	618	537	517	2019-06-25T16:10Z	320/060		0.725	0.627	0.603	13.618	11.486	11.007				
120	5	706	543	609	2019-06-25T16:15Z	320/060		0.831	0.634	0.714	16.421	11.633	13.363	0.420	0.381	0.398	0.400
120	10	554	495	547	2019-06-25T16:15Z	320/060		0.648	0.577	0.639	11.906	10.497	11.731	0.345	0.331	0.344	0.340
120	15	499	476	609	2019-06-25T16:15Z	320/060		0.581	0.554	0.714	10.588	10.069	13.363	0.334	0.328	0.360	0.340
120	20	517	554	593	2019-06-25T16:15Z	320/060		0.603	0.648	0.695	11.007	11.906	12.922	0.324	0.333	0.341	0.333
120	25	530	602	483	2019-06-25T16:15Z	320/060		0.619	0.705	0.562	11.316	13.168	10.226	0.326	0.342	0.315	0.328
120	30	544	599	682	2019-06-25T16:15Z	320/060		0.636	0.702	0.802	11.657	13.086	15.594				
121	5	491	506	495	2019-06-25T16:30Z	320/060		0.572	0.590	0.577	10.406	10.750	10.497	0.367	0.371	0.368	0.369
121	10	611	513	529	2019-06-25T16:30Z	320/060		0.716	0.598	0.618	13.419	10.913	11.292	0.358	0.336	0.340	0.344
121	15	562	640	629	2019-06-25T16:30Z	320/060		0.657	0.751	0.738	12.108	14.263	13.936	0.349	0.366	0.364	0.360
121	20	630	659	625	2019-06-25T16:30Z	320/060		0.739	0.774	0.733	13.966	14.848	13.820	0.349	0.355	0.348	0.350
121	25	607	630	662	2019-06-25T16:30Z	320/060		0.711	0.739	0.778	13.307	13.966	14.943	0.343	0.348	0.354	0.348
121	30	623	587	649	2019-06-25T16:30Z	320/060		0.731	0.687	0.762	13.762	12.761	14.537				
122	5	533	507	513	2019-06-25T16:45Z	320/060		0.622	0.591	0.598	11.389	10.773	10.913	0.390	0.383	0.385	0.386
122	10	583	523	546	2019-06-25T16:45Z	320/060		0.683	0.610	0.638	12.654	11.149	11.707	0.389	0.373	0.379	0.380
122	15	610	529	489	2019-06-25T16:45Z	320/060		0.715	0.618	0.569	13.391	11.292	10.361	0.364	0.345	0.335	0.348
122	20	531	556	575	2019-06-25T16:45Z	320/060		0.620	0.650	0.673	11.340	11.956	12.443	0.345	0.352	0.356	0.351
122	25	554	570	561	2019-06-25T16:45Z	320/060		0.648	0.667	0.656	11.906	12.313	12.083	0.348	0.352	0.350	0.350
122	30	490	634	486	2019-06-25T16:45Z	320/060		0.571	0.744	0.566	10.383	14.084	10.293				
123	5	560	537	597	2019-06-25T17:05Z	320/060		0.655	0.627	0.699	12.057	11.486	13.031	0.398	0.392	0.408	0.399
123	10	479	539	547	2019-06-25T17:05Z	320/060		0.557	0.630	0.639	10.136	11.534	11.731	0.361	0.378	0.380	0.373
123	15	344	332	309	2019-06-25T17:05Z	320/060		0.395	0.380	0.353	7.320	7.083	6.632	0.285	0.279	0.267	0.277
123	20	378	477	488	2019-06-25T17:05Z	320/060		0.436	0.555	0.568	8.001	10.091	10.338	0.299	0.331	0.334	0.321
123	25	439	375	436	2019-06-25T17:05Z	320/060		0.509	0.432	0.506	9.265	7.940	9.201	0.317	0.295	0.316	0.310
123	30				2019-06-25T17:05Z	320/060											
124	5	441	337	382	2019-06-25T17:20Z	320/060		0.512	0.386	0.441	9.308	7.182	8.082	0.362	0.319	0.340	0.340
124	10	510	560	525	2019-06-25T17:20Z	320/060		0.595	0.655	0.613	10.843	12.057	11.196	0.370	0.383	0.374	0.375
124	15	539	504	516	2019-06-25T17:20Z	320/060		0.630	0.587	0.602	11.534	10.703	10.983	0.347	0.339	0.342	0.343
124	20	454	431	425	2019-06-25T17:20Z	320/060		0.527	0.500	0.492	9.587	9.095	8.969	0.325	0.317	0.316	0.319
124	25	502	490	541	2019-06-25T17:20Z	320/060		0.585	0.571	0.632	10.657	10.383	11.583	0.335	0.332	0.345	0.337
124	30	494	677	690	2019-06-25T17:20Z	320/060		0.575	0.796	0.811	10.474	15.428	15.864				
125	7	663	671	650	2019-06-25T17:30Z	320/060		0.779	0.789	0.763	14.975	15.232	14.567	0.483	0.485	0.479	0.482
125	10	615	592	639	2019-06-25T17:30Z	320/060		0.721	0.693	0.750	13.532	12.895	14.233	0.440	0.434	0.447	0.440
125	15	690	602	602	2019-06-25T17:30Z	320/060		0.811	0.705	0.705	15.864	13.168	13.168	0.432	0.410	0.410	0.417
125	20	661	619	573	2019-06-25T17:30Z	320/060		0.776	0.726	0.671	14.911	13.646	12.391	0.397	0.388	0.377	0.388
125	25	887	666	662	2019-06-25T17:30Z	320/060		1.049	0.782	0.778	24.914	15.070	14.943	0.441	0.398	0.397	0.412
125	30	745	647	708	2019-06-25T17:30Z	320/060		0.878	0.760	0.833	17.887	14.475	16.493				
127	5	589	560	507	2019-06-26T10:15Z	320/060		0.690	0.655	0.591	12.814	12.057	10.773	0.428	0.420	0.404	0.418
127	10	692	646	677	2019-06-26T10:15Z	320/060		0.814	0.758	0.796	15.932	14.445	15.428	0.459	0.447	0.455	0.453
127	15	738	689	700	2019-06-26T10:15Z	320/060		0.869	0.810	0.823	17.612	15.830	16.209	0.481	0.468	0.471	0.473
127	20	748	728	810	2019-06-26T10:15Z	320/060		0.881	0.857	0.956	18.006	17.228	20.727	0.482	0.477	0.498	0.486
127	25	744	707	791	2019-06-26T10:15Z	320/060		0.876	0.832	0.933	17.847	16.457	19.839	0.548	0.535	0.564	0.549
127	30	808	826	836	2019-06-26T10:15Z	320/060		0.953	0.975	0.987	20.631	21.516	22.030				
128	5	535	521	543	2019-06-26T10:20Z	320/060		0.625	0.608	0.634	11.437	11.101	11.633	0.413	0.408	0.415	0.412
128	10	670	683	646	2019-06-26T10:20Z	320/060		0.787	0.803	0.758	15.199	15.627	14.445	0.453	0.456	0.447	0.452
128	15	613	643	738	2019-06-26T10:20Z	320/060		0.719	0.755	0.869	13.476	14.354	17.612	0.447	0.455	0.481	0.461
128	20	714	782	740	2019-06-26T10:20Z	320/060		0.840	0.922	0.872	16.709	19.436	17.690	0.473	0.491	0.480	0.481
128	25	828	813	863	2019-06-26T10:20Z	320/060		0.977	0.959	1.020	21.618	20.872	23.499	0.576	0.571	0.588	0.578
128	30	937	936	934	2019-06-26T10:20Z	320/060		1.109	1.107	1.105	28.242	28.170	28.026				
129	5	666	521	559	2019-06-26T10:30Z	320/060		0.782	0.608	0.654	15.070	11.101	12.032	0.449	0.408	0.420	0.426
129	10	429	656	758	2019-06-26T10:30Z	320/060		0.497	0.770	0.893	9.053	14.754	18.412	0.379	0.449	0.475	0.435
129	15	623	650	653	2019-06-26T10:30Z	320/060		0.731	0.763	0.767	13.762	14.567	14.660	0.450	0.457	0.458	0.455
129	20	769	750	796	2019-06-26T10:30Z	320/060		0.906	0.884	0.939	18.872	18.086	20.068	0.488	0.483	0.494	0.488
129	25	936	941	925	2019-06-26T10:30Z	320/060		1.107	1.114	1.094	28.170	28.532	27.393	0.611	0.613	0.608	0.611
129	35	968	968	942	2019-06-26T10:30Z	320/060		1.146	1.146	1.115	30.596	30.596	28.605				
130	5	591	549	615	2019-06-26T10:35Z	320/060		0.692	0.642	0.721	12.868	11.781	13.532	0.429	0.417	0.436	0.427
130	10	524	614	567	2019-06-26T10:35Z	320/060		0.612	0.720	0.663	11.173	13.504	12.236	0.412	0.438	0.425	0.425
130	15	447	613	708	2019-06-26T10:35Z	320/060		0.519	0.719	0.833	9.436	13.476	16.493	0.394	0.447	0.473	0.438
130	20	637	472	598	2019-06-26T10:35Z	320/060		0.748	0.549	0.701	14.173	9.981	13.058	0.453	0.402	0.441	0.432
130	25	891	860	845	2019-06-26T10:35Z	320/060		1.053	1.016	0.998	25.161	23.329	22.505	0.597	0.587	0.582	0.588
130	30	911	931	958	2019-06-26T10:35Z	320/060		1.077	1.101	1.134	26.444	27.813	29.810				
132	5	693	631	656	2019-06-26T11:30Z	320/060		0.815	0.740	0.770	15.967	13.995	14.754	0.450	0.434	0.441	0.442
132	10	496	486	527	2019-06-26T11:30Z	320/060		0.578	0.566	0.615	10.520	10.293	11.244	0.374	0.371	0.383	0.376
132	15	666	647	532	2019-06-26T11:30Z	320/060		0.782	0.760	0.621	15.070	14.475	11.364	0.413	0.409	0.380	0.400
132	20	661	673	684	2019-06-26T11:30Z	320/060		0.776	0.791	0.804	14.911	15.297	15.661	0.422	0.425	0.427	0.425
132	25	678	814	802	2019-06-26T11:30Z	320/060		0.797	0.961	0.946	15.461	20.921	20.347	0.440	0.472	0.470	0.461
132	30	836	875	835	2019-06-26T11:30Z	320/060		0.987	1.034	0.986	22.030	24.193	21.978				
133	5	738	730	718	2019-06-26T11:40Z	320/060		0.869	0.860	0.845	17.612	17.304	16.855	0.461	0.459	0.456	0.459
133	10	777	810	781	2019-06-26T11:40Z	320/060		0.916	0.956	0.921	19.217	20.727	19.392	0.442	0.449	0.443	0.445
133	15	658	739	681	2019-06-26T11:40Z	320/060		0.773	0.870	0.801	14.816	17.651	15.561	0.411	0.429	0.416	0.419
133	20	730	691	737	2019-06-26T11:40Z	320/060		0.860	0.813	0.868	17.304	15.898	17.573	0.438	0.429	0.440	0.436
133	25	833	843	865	2019-06-26T11:40Z	320/060		0.984	0.996	1.022	21.874	22.399	23.612	0.477	0.479	0.484	0.480
133	30	836	857	825	2019-06-26T11:40Z	320/060		0.987	1.012	0.974	22.030	23.161	21.466				
134	5	313	245	334	2019-06-26T11:50Z	320/060		0.358	0.276	0.383	6.710	5.396	7.122	0.320	0.275	0.331	0.309
134	10	382	483	340	2019-06-26T11:50Z	320/060		0.441	0.562	0.390	8.082	10.226	7.241	0.335	0.370	0.316	0.340
134	15	446	585	480	2019-06-26T11:50Z	320/060		0.518	0.685	0.559	9.414	12.707	10.158	0.354	0.394	0.365	0.371
134	20	739	504	723	2019-06-26T11:50Z	320/060		0.870	0.587	0.851	17.651	10.703	17.041	0.440	0.381	0.436	0.419
134	25	763	468	787	2019-06-26T11:50Z	320/060		0.899	0.544	0.928	18.620	9.892	19.659	0.461	0.382	0.466	0.436
134	30	924	856	834	2019-06-26T11:50Z	320/060		1.093	1.011	0.985	27.324	23.106	21.926				
135	5	621	597	565	2019-06-26T12:00Z	320/060		0.728	0.699	0.661	13.704	13.031	12.185	0.432	0.425	0.416	0.424
135	10	555	622	569	2019-06-26T12:00Z	320/060		0.649	0.730	0.666	11.931	13.733	12.288	0.391	0.408	0.394	0.397
135	15	588	688	624	2019-06-26T12:00Z	320/060		0.689	0.809	0.732	12.787	15.796	13.790	0.394	0.418	0.403	0.405
135	20	603	718	714	2019-06-26T12:00Z	320/060		0.707	0.845	0.840	13.196	16.855	16.709	0.408	0.435	0.434	0.426
135	25	757	758	804	2019-06-26T12:00Z	320/060		0.892	0.893	0.949	18.371	18.412	20.441	0.459	0.460	0.470	0.463
135	30	871	796	858	2019-06-26T12:00Z	320/060		1.029	0.939	1.014	23.959	20.068	23.217				
137	5	653	560	536	2019-06-26T16:45Z	320/060		0.767	0.655	0.626	14.660	12.057	11.461	0.387	0.366	0.360	0.371
137	10	539	452	551	2019-06-26T16:45Z	320/060		0.630	0.525	0.644	11.534	9.544	11.831	0.362	0.337	0.365	0.355
137	15	639	533	567	2019-06-26T16:45Z	320/060		0.750	0.622	0.663	14.233	11.389	12.236	0.360	0.336	0.344	0.347
137	20	338	351	456	2019-06-26T16:45Z	320/060		0.388	0.403	0.530	7.201	7.459	9.630	0.266	0.272	0.309	0.283
137	25	316	520	348	2019-06-26T16:45Z	320/060		0.361	0.607	0.400	6.768	11.078	7.400	0.263	0.334	0.278	0.292
137	30	409	308	363	2019-06-26T16:45Z	320/060		0.473	0.352	0.418	8.635	6.612	7.699				
138	5	625	613	599	2019-06-26T16:50Z	320/060		0.733	0.719	0.702	13.820	13.476	13.086	0.381	0.378	0.375	0.378
138	10	517	396	519	2019-06-26T16:50Z	320/060		0.603	0.457	0.606	11.007	8.367	11.054	0.356	0.318	0.356	0.344
138	15	405	413	508	2019-06-26T16:50Z	320/060		0.468	0.478	0.592	8.552	8.718	10.796	0.300	0.303	0.330	0.311
138	20	523	630	563	2019-06-26T16:50Z	320/060		0.610	0.739	0.659	11.149	13.966	12.134	0.326	0.350	0.336	0.337
138	25	294	499	453	2019-06-26T16:50Z	320/060		0.335	0.581	0.526	6.340	10.588	9.565	0.251	0.329	0.316	0.299
138	30	597	586	562	2019-06-26T16:50Z	320/060		0.699	0.686	0.657	13.031	12.734	12.108				
139	5	529	534	515	2019-06-26T17:00Z	320/060		0.618	0.624	0.601	11.292	11.413	10.960	0.358	0.360	0.355	0.357
139	10	391	406	437	2019-06-26T17:00Z	320/060		0.451	0.470	0.507	8.265	8.573	9.222	0.317	0.322	0.333	0.324
139	15	483	373	443	2019-06-26T17:00Z	320/060		0.562	0.430	0.514	10.226	7.900	9.350	0.324	0.288	0.312	0.308
139	20	476	606	553	2019-06-26T17:00Z	320/060		0.554	0.710	0.646	10.069	13.279	11.881	0.314	0.345	0.334	0.331
139	25	417	477	629	2019-06-26T17:00Z	320/060		0.483	0.555	0.738	8.801	10.091	13.936	0.305	0.323	0.358	0.328
139	30	600	601	554	2019-06-26T17:00Z	320/060		0.703	0.704	0.648	13.113	13.141	11.906				
140	5	408	431	379	2019-06-26T17:10Z	320/060		0.472	0.500	0.437	8.614	9.095	8.021	0.322	0.330	0.311	0.321
140	10	540	470	443	2019-06-26T17:10Z	320/060		0.631	0.547	0.514	11.559	9.936	9.350	0.362	0.343	0.335	0.346
140	15	439	415	409	2019-06-26T17:10Z	320/060		0.509	0.480	0.473	9.265	8.760	8.635	0.311	0.303	0.301	0.305
140	20				2019-06-26T17:10Z	320/060	Verdichteter Horizont 										
140	25				2019-06-26T17:10Z	320/060											
140	30				2019-06-26T17:10Z	320/060											
